post,splitted_text,splitted_tags
"Parsing Mac XML PList into something readable <p>I am trying to pull data from <a href=""http://en.wikipedia.org/wiki/XML"" rel=""nofollow noreferrer"">XML</a> <a href=""https://en.wikipedia.org/wiki/Property_list"" rel=""nofollow noreferrer"">PList</a> (<a href=""https://en.wikipedia.org/wiki/System_Information"" rel=""nofollow noreferrer"">Apple System Profiler</a>) files, and read it into a memory database, and finally I want to turn it into something human-readable. </p>

<p>The problem is that the format seems to be very difficult to read in a consistent manner. I have gone over a few solutions already, but I haven't found a solution yet that I found satisfying. I always end up having to hard code a lot of values, and end up having to many <code>if-else/switch statements</code>. </p>

<p><strong>The format looks like this.</strong> </p>

<pre><code>&lt;plist&gt;
    &lt;key&gt;_system&lt;/key&gt;
    &lt;array&gt;
     &lt;dict&gt;
      &lt;key&gt;_cpu_type&lt;/key&gt;
      &lt;string&gt;Intel Core Duo&lt;/string&gt;
     &lt;/dict&gt;
    &lt;/array&gt;
&lt;/plist&gt;
</code></pre>

<p>Example file <a href=""http://pastebin.com/X9Z0KGdH"" rel=""nofollow noreferrer"">here</a>.</p>

<p>After I have read (or during reading), I make use of an internal dictionary that I use to determine what type of information it is. For example, if the key is <code>cpu_type</code> I save the information accordingly. </p>

<hr>

<p>A few examples that I have tried (<code>simplified</code>) to pull the information. </p>

<pre><code> XmlTextReader reader = new
 XmlTextReader(""C:\\test.spx"");

 reader.XmlResolver = null;

 reader.ReadStartElement(""plist"");

 String key = String.Empty; String str
 = String.Empty;

 Int32 Index = 0;

 while (reader.Read()) {

     if (reader.LocalName == ""key"")
     {
         Index++;
         key = reader.ReadString();
     }
     else if (reader.LocalName == ""string"")
     {
         str = reader.ReadString();

         if (key != String.Empty)
         {
             dct.Add(Index, new KeyPair(key, str));
             key = String.Empty;
         }
     } 
}
</code></pre>

<p>Or something like this.</p>

<pre><code>foreach (var d in xdoc.Root.Elements(""plist""))
   dict.Add(d.Element(""key"").Value,&gt; d.Element(""string"").Value);
</code></pre>

<p>I found a framework, that I may be able to modify <a href=""http://code.google.com/p/iphone-plist-net/"" rel=""nofollow noreferrer"">here</a>.</p>

<hr>

<p><strong>Some more useful information</strong></p>

<p>Mac OS X Information on the system profiler <a href=""http://developer.apple.com/library/mac/#documentation/Darwin/Reference/ManPages/man8/system_profiler.8.html"" rel=""nofollow noreferrer"">here</a>.</p>

<p>Apple script used to parse the XML-files <a href=""http://macscripter.net/viewtopic.php?id=19190"" rel=""nofollow noreferrer"">here</a>.</p>

<hr>

<p>Any advise or insight into this would be deeply appreciated.</p>
","['plist', 'something', 'pull', 'plist', 'apple', 'system', 'profiler', 'memory', 'database', 'turn', 'something', 'problem', 'format', 'manner', 'solution', 'code', 'plist', 'system', 'dict', 'type', 'intel', 'core', 'array', 'example', 'file', 'determine', 'type', 'information', 'example', 'type', 'information', 'information', 'xmltextreader', 'reader', 'test', 'reader', 'reader', 'readstartelement', 'plist', 'index', 'reader', 'index', 'reader', 'reader', 'localname', 'reader', 'index', 'keypair', 'something', 'foreach', 'root', 'element', 'value', 'element', 'value', 'framework', 'modify', 'information', 'information', 'system', 'profiler', 'apple', 'script', 'parse']","['c#', 'xml', 'macos', 'xml-parsing', 'plist']"
"Chrome user agent stylesheet overwriting my site style <p>I have the following CSS that styles the link on one of my pages:</p>

<pre><code>a:link, a:visited, a:active {
    color: white;
    text-decoration: none;
    font-weight: bold;
}
</code></pre>

<p>However, when I load it, they appear blue in Chrome and white in Firefox. The Chrome dev tools reveal that my style supposedly overwrites the user agent stylesheet:</p>

<p><img src=""https://i.sstatic.net/FlIjd.jpg"" alt=""enter image description here""></p>

<p>Why is it not showing correctly? I tried setting the charset at the top of my stylesheet:</p>

<pre><code>@charset ""UTF-8"";

html, body {
    width: 100%;
    height: 100%;
    margin: 0;
    font: 11px ""Lucida Grande"", Arial, Sans-serif;
}

a:link, a:visited, a:active {
    color: white;
    text-decoration: none;
    font-weight: bold;
}

input[type=email], input[type=password] {
    display: block;
    -moz-border-radius: 4px;
    -webkit-border-radius: 4px;
    border: 1px solid #ACE;
    font-size: 13px;
    margin: 0 0 5px;
    padding: 5px;
    width: 203px;
}
</code></pre>

<p>But it didn't help. My stylesheet is linked in the head with:</p>

<pre><code>&lt;link href=""/assets/global.css?body=1"" media=""screen"" rel=""stylesheet""
type=""text/css""&gt;
</code></pre>

<p>And the html code for the links:</p>

<pre><code>&lt;a href=""/users/sign_in""&gt;Sign in&lt;/a&gt;
&lt;a href=""/users/password/new""&gt;Forgot your password?&lt;/a&gt;
&lt;a href=""/users/auth/facebook""&gt;Sign in with Facebook&lt;/a&gt;
</code></pre>

<p>This is what they look like in Chrome (13.0.782) - incorrect:</p>

<p><img src=""https://i.sstatic.net/qlHa0.jpg"" alt=""enter image description here""></p>

<p>This is what they look like in Firefox - correct:</p>

<p><img src=""https://i.sstatic.net/23yyC.jpg"" alt=""enter image description here""></p>

<p>It looks like the user agent stylesheet is overwriting my style. Why?</p>
","['chrome', 'user', 'agent', 'stylesheet', 'site', 'style', 'color', 'decoration', 'none', 'font', 'weight', 'firefox', 'chrome', 'style', 'stylesheet', 'charset', 'html', 'body', 'margin', 'font', 'lucida', 'grande', 'link', 'color', 'decoration', 'none', 'font', 'input', 'type', 'email', 'input', 'type', 'password', 'display', 'block', 'border', 'radius', 'webkit', 'border', 'radius', 'border', 'font', 'size', 'margin', 'help', 'stylesheet', 'head', 'link', 'body', 'stylesheet', 'type', 'text', 'html', 'code', 'href', 'href', 'sign', 'look', 'chrome', 'look', 'agent', 'stylesheet', 'style']","['html', 'ruby-on-rails', 'cs', 'google-chrome', 'web']"
"How to force a MSTEST TestMethod to reset all singletons/statics before running? <p>I'm using MSTEST inside Visual Studio 2008. How can I have each unit test method in a certain test class act as if it were the first test to run so that all global state is reset before running each test? I do not want to explicitly clean up the world using TestInitialize, ClassInitialize, AssemblyInitialize, etc. For example:</p>

<pre><code>[TestClass]
public class MyClassTests
{
    [TestMethod]
    public void Test1()
    {
       // The ""Instance"" property creates a new instance of ""SomeSingleton""
       // if it hasn't been created before.
       var i1 = SomeSingleton.Instance;
       ...
    }
    [TestMethod]
    public void Test2()
    {
       // When I select ""Test1"" and ""Test2"" to run, I'd like Test2
       // to have a new AppDomain feel so that the static variable inside
       // of ""SomeSingleton"" is reset (it was previously set in Test1) on
       // the call to "".Instance""
       var i2 = SomeSingleton.Instance;
       // some code
    }
</code></pre>

<p>Although a <a href=""https://stackoverflow.com/questions/154180/how-does-nunit-and-mstest-handle-tests-that-change-staticshared-variables"">similar question</a> appeared on this topic, it only clarified that tests do not run in parallel. I realize that tests run serially, but there doesn't seem to be a way to explicitly force a new AppDomain for each method (or something equivalent to clear all state).</p>

<p>Ideally, I'd like to specify this behavior for only a small subset of my unit tests so that I don't have to pay the penalty of a new AppDomain creation for tests that don't care about global state (the vast majority of my tests).</p>
","['force', 'testmethod', 'reset', 'studio', 'unit', 'test', 'method', 'test', 'class', 'test', 'state', 'reset', 'test', 'world', 'classinitialize', 'example', 'testclass', 'class', 'test', 'instance', 'property', 'instance', 'somesingleton', 'instance', 'void', 'test', 'test', 'test', 'test', 'appdomain', 'reset', 'call', 'instance', 'somesingleton', 'instance', 'code', 'question', 'topic', 'appdomain', 'method', 'something', 'state', 'subset', 'unit', 'penalty', 'appdomain', 'creation', 'state', 'majority']","['c#', 'unit-testing', 'visual-studio-2008', 'mstest', 'appdomain']"
"JPQL Create new Object In Select Statement - avoid or embrace? <p>I've learnt recently that it is possible to create new Objects in <code>JPQL</code> statements as follows:</p>

<pre><code>select new Family(mother, mate, offspr)
from DomesticCat as mother
    join mother.mate as mate
    left join mother.kittens as offspr
</code></pre>

<p>Is this something to be avoided or rather to embrace? When is usage of this feature justified in the light of good practices?</p>
","['jpql', 'create', 'statement', 'avoid', 'embrace', 'learnt', 'create', 'family', 'mother', 'mate', 'domesticcat', 'mother', 'join', 'mother', 'mate', 'mate', 'join', 'mother', 'something', 'feature']","['java', 'hibernate', 'orm', 'jpa', 'jpql']"
"Use of typename keyword with typedef and new <p>Consider this code,</p>
<pre><code>template&lt;class T&gt;
struct Sample
{ 
     typename T::X *x; //declare pointer to T's X
};
</code></pre>
<p>In the above code, the keyword <code>typename</code> is required by the compiler, so that it can disambiguate between nested types and nested values in templates. That means, in the absence of <code>typename</code> keyword, compiler would interpret this as multiplication of T::X with x,</p>
<pre><code>T::X *x; //multiply T::X with x
</code></pre>
<p>So in such situations where ambiguity can arise, the keyword <code>typename</code> becomes <strong>necessity</strong> so as to remove ambiguities. But there are few situations when the context itself removes ambiguities. The <a href=""https://stackoverflow.com/questions/4347730/use-of-typename-keyword-with-template-function-parameters"">other topic</a> discusses contexts of base-class and function-parameters (the latter doesn't remove ambiguity though). In this topic, I particularly want to discuss other two contexts which seem to be <strong>unambiguous</strong>, but we're still required to write <code>typename</code>,</p>
<pre><code>typedef typename T::X xtype;
pX = new typename T::X;  
</code></pre>
<p>In these two situations, the keywords <code>typedef</code> and <code>new</code> make it clear enough to the compiler that whatever follows is <em>type</em>, <strong>not</strong> <em>value</em>.</p>
<p>So my question is, why do compilers still need the <code>typename</code> keyword, even in unambiguous situations such as when we use <code>typedef</code> and <code>new</code>?</p>
<hr />
<h1>EDIT (after reading this response from <a href=""https://stackoverflow.com/users/34509/johannes-schaub-litb"">Johannes Schaub</a>) :</h1>
<pre><code>//typedef NOT followed by a type!
int typedef A;
</code></pre>
<p>This syntax asks me to modify my question a little bit, so that the point which I'm trying to make, may be seen by others.</p>
<p>Consider this,</p>
<pre><code>T::X typedef *x;
</code></pre>
<p>So from the context, it's still clear enough to the compiler that T::X is a type, no matter whether it appears <em>before</em> <code>typedef</code>,or <em>after</em> <code>typedef</code>. <strong>Unless C++ allows us to write <code>typedef 5 five</code>  or <code>typedef T::value t_value</code> (where T::value is <em>value</em>), the presence of <code>typedef</code> itself removes all ambiguities and so, <code>typename</code> seems to be an unnecessary requirement by the Standard (in such situations)</strong>. Same argument holds true for <code>new</code> as well.</p>
<hr />
<p>Also, I've written a class template which is using this struct as template argument:</p>
<pre><code>struct A 
{
        struct X { string name; };
        static const int X = 100;
};
</code></pre>
<p>I particularly want to know if the following code (from the constructor) is correct (portable) or not,</p>
<pre><code>//two interesting statements
 pX = new typename T::X; //T::X means struct X
 product = T::X * p; //but here, T::X means int X
</code></pre>
<p>The complete code is <a href=""http://www.ideone.com/ZkAIR"" rel=""noreferrer"">here</a> at ideone. Please have a look at it before replying. :-)</p>
","['typename', 'keyword', 'typedef', 'code', 'template', 'class', 'struct', 'sample', 'typename', 'declare', 'pointer', 'code', 'keyword', 'typename', 'compiler', 'disambiguate', 'absence', 'typename', 'compiler', 'multiplication', 'multiply', 'typename', 'topic', 'base', 'class', 'function', 'ambiguity', 'context', 'typename', 'typedef', 'typename', 'typename', 'compiler', 'value', 'question', 'response', 'typedef', 'typedef', 'syntax', 'question', 'point', 'context', 'compiler', 'type', 'matter', 'typedef', 'value', 'value', 'value', 'value', 'presence', 'typedef', 'typename', 'requirement', 'standard', 'class', 'template', 'struct', 'template', 'argument', 'struct', 'struct', 'string', 'name', 'code', 'constructor', 'typename', 'product', 'code', 'ideone', 'please']","['c++', 'template', 'typedef', 'language-lawyer', 'typename']"
"JPA primary key auto generate <p>my primary key entity look like below</p>

<pre><code>@GeneratedValue(strategy= GenerationType.TABLE)
private Long id;
</code></pre>

<p>when i run, i get error </p>

<p>could not get or update next value;nested exception is org.hibernate.exception.SQLGrammerException:could not get or update next value</p>

<p>but when i just change to </p>

<pre><code>@GeneratedValue 
private Long id;
</code></pre>

<p>no error throw . I want to generate unique primary key per table on <strong>oracle</strong> db . </p>
","['auto', 'generate', 'entity', 'generatedvalue', 'strategy', 'generationtype', 'error', 'value', 'exception', 'hibernate', 'exception', 'sqlgrammerexception', 'value', 'change', 'error', 'throw', 'generate', 'oracle']","['java', 'hibernate', 'orm', 'jpa', 'oracle10g']"
"How can I validate the output of XmlSerializer? <p>In C# / .NET 2.0, when I <a href=""http://msdn.microsoft.com/en-us/library/system.xml.serialization.xmlserializer.serialize.aspx"" rel=""noreferrer"">serialize</a> an object using <a href=""http://msdn.microsoft.com/en-us/library/system.xml.serialization.xmlserializer.aspx"" rel=""noreferrer"">XmlSerializer</a>, what's the easiest way to validate the output against an XML schema? </p>

<p>The problem is that it is all too easy to write invalid XML with the XmlSerializer, and I can't find a way to validate the XML that does not look cumbersome. Ideally I would expect to set the schema in the XmlSerializer or to have a XmlWriter that validates.</p>
","['validate', 'output', 'serialize', 'object', 'validate', 'output', 'schema', 'problem', 'xmlserializer', 'look', 'cumbersome', 'xmlwriter']","['c#', 'validation', 'schema', 'serialization', 'xmlserializer']"
"FreeTDS - tsql connects, isql fails <p>I'm trying to connect to a database on my host machine (windows xp, sql server 05).  My guest machine is Ubuntu 10.04.  I can connect and execute commands with tsql, but isql fails. Below are my config files and error messages.</p>

<p>freetds.conf</p>

<pre><code>text size = 64512

[SQLEXPRESS]
host = 192.168.163.1
port = 1433
tds version = 7.0
</code></pre>

<p>odbcinst.ini</p>

<pre><code>[FreeTDS]
Description     = TDS driver (Sybase/MS SQL)
Driver          = /usr/lib/odbc/libtdsodbc.so
Setup           = /usr/lib/odbc/libtdsS.so
CPTimeout       =
CPReuse         =
FileUsage       = 1
</code></pre>

<p>odbc.ini</p>

<pre><code>[SQLEXPRESS]
Driver          = FreeTDS
Description     = ODBC connection via FreeTDS
Trace           = No
Servername  = 192.168.163.1
Database        = SCOPE_Peel
Port        = 1433
UID         = sa
PWD         = test1234
ReadOnly    = No
</code></pre>

<p>tsql:</p>

<pre><code>tsql -S SQLEXPRESS  -U sa
#success
</code></pre>

<p>isql:</p>

<pre><code>isql SQLEXPRESS sa test1234 -v
[S1000][unixODBC][FreeTDS][SQL Server]Unable to connect to data source
[ISQL]ERROR: Could not SQLConnect
</code></pre>
","['freetds', 'tsql', 'database', 'host', 'machine', 'machine', 'execute', 'isql', 'text', 'size', 'sqlexpress', 'host', 'port', 'version', 'description', 'driver', 'sybase', 'driver', 'setup', 'odbc', 'libtdss', 'cptimeout', 'cpreuse', 'fileusage', 'sqlexpress', 'driver', 'description', 'connection', 'freetds', 'trace', 'database', 'scope', 'peel', 'port', 'test', 'sqlexpress', 'success', 'isql', 'test', 'unixodbc', 'freetds', 'server', 'connect', 'source', 'isql', 'error']","['sql-server', 'ruby', 'linux', 'freetds', 'isql']"
"Faster way to populate <select> with Javascript <p>I have two &lt;select> boxes on a form.  Selecting an item in the first &lt;select> box will determine what should appear in the second &lt;select> (Using Ajax http_request). </p>

<p>In some cases there can be a large 500 (guess) items in the second select and it takes time 5-10 seconds to update in IE.  Firefox seems to work perfectly.</p>

<p>I wonder if there is a faster way to achieve this.  Currently the server creates a string passes it to the client which is then broken up and add each item to the select by creating an option element and then adding it to the &lt;select>.</p>

<p>I did try to create the whole select item as a string on the server and add that to the form but for some reason it wouldn't work in Firefox (missed something?) </p>

<p>Thanks</p>
","['populate', 'javascript', 'item', 'determine', 'http', 'request', 'time', 'firefox', 'client', 'item', 'option', 'element', 'item', 'form', 'reason', 'work', 'firefox', 'something']","['javascript', 'ajax', 'internet-explorer', 'performance', 'html-select']"
"Portable way to get file size in C/C++ <p>I need to determin the byte size of a file. </p>

<p>The coding language is C++ and the code should work with Linux, windows and any other operating system. This implies using standard C or C++ functions/classes.</p>

<p>This trivial need has apparently no trivial solution.  </p>
","['file', 'size', 'size', 'file', 'language', 'code', 'work', 'linux', 'system', 'need', 'solution']","['c++', 'portability', 'filesize', 'platform-independent']"
"Understanding the Etc/GMT time zone <p>What is the rationale behind Apple using Etc/GMT timezone when they return the receipt from the App Store for auto-renewable subscriptions.</p>

<p>What exactly is the Etc/GMT time zone? Does the Java SDK understand this time zone? Or do I have to use other third-party libraries like <a href=""http://www.joda.org/joda-time/"" rel=""noreferrer"">Joda-Time</a>?</p>
","['time', 'zone', 'rationale', 'apple', 'return', 'receipt', 'store', 'auto', 'time', 'java', 'time', 'party', 'joda', 'time']","['java', 'iphone', 'timezone', 'app-store', 'jodatime']"
"Firefox Or JavaScript, count the DOM <p>I'm sure this is simple but I have no idea how to do it.
How do i count the amount of DOM elements in my HTML page? I wanted to do this in a userscript or bookmarklet but i have no idea how to start!</p>
","['javascript', 'count', 'idea', 'count', 'amount', 'page', 'bookmarklet', 'idea', 'start']","['javascript', 'firefox', 'dom', 'bookmarklet', 'userscripts']"
"Any workaround to get text in an iFrame on another domain in a WebBrowser? <p>You will probably first think is not possible because of XSS restrictions. But I'm trying to access this content from an application that hosts a <code>WebBrowser</code>, not from javascript code in a site. </p>

<p>I understand is not possible and should not be possible via non hacky means to access this content from javascript because this would be a big security issue. But it makes no sense to have this restriction from an application that hosts a <code>WebBrowser</code>. If I'd like to steel my application user's Facebook information, I could just do a <code>Navigate(""facebook.com"")</code> and do whatever I want in it. This is an application that hosts a <code>WebBrowser</code>, not a webpage.</p>

<p>Also, if you go with Google Chrome to any webpage that contains an iFrame whose source is in another domain and right click its content and click Inspect Element, it will show you the content. Even simpler, if you navigate to any webpage that contains an iFrame in another domain, you will <strong>see</strong> its content. If you can see it on the <code>WebBrowser</code>, then you should be able to access it programmatically, because it have to be somewhere in the memory.</p>

<p>Is there any way, not from the DOM objects because they seem to be based on the same engine as javascript and therefore restricted by XSS restrictions, but from some more low level objects such as <code>MSHTML</code> or <code>SHDocVw</code>, to access this text?</p>
","['workaround', 'text', 'iframe', 'domain', 'webbrowser', 'access', 'application', 'javascript', 'code', 'site', 'hacky', 'access', 'content', 'javascript', 'security', 'issue', 'restriction', 'application', 'steel', 'application', 'facebook', 'information', 'application', 'webpage', 'webpage', 'source', 'domain', 'content', 'click', 'element', 'show', 'webpage', 'domain', 'content', 'webbrowser', 'access', 'engine', 'javascript', 'access', 'text']","['c#', 'winforms', 'webbrowser-control', 'mshtml', 'shdocvw']"
"How can I declare and initialize an array of pointers to a structure in C? <p>I have a small assignment in C. I am trying to create an array of pointers to a structure. My question is how can I initialize each pointer to NULL? Also, after I allocate memory for a member of the array, I can not assign values to the structure to which the array element points.     </p>

<pre><code>#include &lt;stdio.h&gt;
#include &lt;stdlib.h&gt;

typedef struct list_node list_node_t;

struct list_node
{
   char *key;
   int value;
   list_node_t *next;
};


int main()
{

   list_node_t *ptr = (list_node_t*) malloc(sizeof(list_node_t));

   ptr-&gt;key = ""Hello There"";
   ptr-&gt;value = 1;
   ptr-&gt;next = NULL;

   // Above works fine

   // Below is erroneous 

   list_node_t **array[10] = {NULL};      

   *array[0] =  (list_node_t*) malloc(sizeof(list_node_t));
    array[0]-&gt;key = ""Hello world!"";  //request for member ‘key’ in something not a structure or union
    array[0]-&gt;value = 22;            //request for member ‘value’ in something not a structure or union 
    array[0]-&gt;next = NULL;           //request for member ‘next’ in something not a structure or union


    // Do something with the data at hand
    // Deallocate memory using function free 

   return 0;
}
</code></pre>
","['declare', 'structure', 'assignment', 'structure', 'question', 'pointer', 'null', 'memory', 'member', 'array', 'assign', 'structure', 'array', 'struct', 'list', 'list', 'struct', 'list', 'node', 'char', 'value', 'list', 'list', 'list', 'malloc', 'list', 'node', 'value', 'null', 'list', 'array', 'array', 'list', 'malloc', 'list', 'array', 'hello', 'world', 'request', 'member', 'something', 'structure', 'union', 'value', 'request', 'member', 'value', 'something', 'structure', 'union', 'array', 'request', 'member', 'something', 'structure', 'union', 'something', 'hand', 'memory', 'return']","['null', 'pointer', 'malloc', 'structure']"
"auto resize text (font size) when resizing window? <p>I have been trying(in vain) to build a page whose elements would resize as I changed the window size. I have it working in css for images no problem, but I can't seem to accomplish the same for text, and I am not sure it is even possible in CSS. And I can't seem to find a jquery script that accomplishes this.</p>

<p>When a user resizes the window, I essentially want the page to scale dynamically and fluidly, without the user having to invoke page zoom. This works fine on my img divs via css, but not for the text, which stays the same size.</p>

<p>Any ideas?</p>
","['auto', 'size', 'window', 'page', 'window', 'size', 'problem', 'text', 'script', 'page', 'scale', 'invoke', 'page', 'zoom', 'divs', 'text', 'size']","['jquery', 'cs', 'text', 'resize', 'fluid-layout']"
"Can you disable the back button in a JFace wizard? <p>I'm writing a wizard for an Eclipse RCP application.  After doing some processing on a file and taking some user input, I don't want to let the user go back to make changes.  At this point they must either accept or reject the changes they are about to make to the system.</p>

<p>What I can't seem to find is a method call that lets me override the buttons that display or the user's ability to hit the back button.  I'd prefer that it not be there or at least be disabled.</p>

<p>Has anyone found a way to do this using the <a href=""http://help.eclipse.org/help32/index.jsp?topic=/org.eclipse.platform.doc.isv/reference/api/org/eclipse/jface/wizard/package-summary.html"" rel=""noreferrer"">JFace Wizard</a> and <a href=""http://help.eclipse.org/help32/index.jsp?topic=/org.eclipse.platform.doc.isv/reference/api/org/eclipse/jface/wizard/package-summary.html"" rel=""noreferrer"">WizardPage</a>?</p>

<p>Usability-wise, am I breaking wizard conventions?  Should I consider a different approach to the problem?</p>
","['button', 'jface', 'wizard', 'eclipse', 'application', 'processing', 'file', 'input', 'user', 'system', 'ability', 'button', 'prefer', 'anyone', 'jface', 'wizard', 'wizardpage', 'usability', 'wise', 'approach', 'problem']","['java', 'eclipse', 'rcp', 'jface', 'wizard']"
"What happens if I cast a function pointer, changing the number of parameters <p>I'm just beginning to wrap my head around function pointers in C. To understand how casting of function pointers works, I wrote the following program. It basically creates a function pointer to a function that takes one parameter, casts it to a function pointer with three parameters, and calls the function, supplying three parameters. I was curious what would happen:</p>

<pre><code>#include &lt;stdio.h&gt;

int square(int val){
  return val*val;
}

void printit(void* ptr){
  int (*fptr)(int,int,int) = (int (*)(int,int,int)) (ptr);
  printf(""Call function with parameters 2,4,8.\n"");
  printf(""Result: %d\n"", fptr(2,4,8));
}


int main(void)
{
    printit(square);
    return 0;
}
</code></pre>

<p>This compiles and runs without errors or warnings (gcc -Wall on Linux / x86). The output on my system is:</p>

<pre><code>Call function with parameters 2,4,8.
Result: 4
</code></pre>

<p>So apparently the superfluous arguments are simply silently discarded.</p>

<p>Now I'd like to understand what is really happening here.</p>

<ol>
<li>As to legality: If I understand the answer to <a href=""https://stackoverflow.com/questions/559581/casting-a-function-pointer-to-another-type"">Casting a function pointer to another type</a> correctly, this is simply undefined behaviour. So the fact that this runs and produces a reasonable result is just pure luck, correct? (or niceness on the part of the compiler writers)</li>
<li>Why will gcc not warn me of this, even with Wall? Is this something the compiler just cannot detect? Why?</li>
</ol>

<p>I'm coming from Java, where typechecking is a lot stricter, so this behaviour confused me a bit. Maybe I'm experiencing a cultural shock :-).</p>
","['function', 'pointer', 'number', 'head', 'function', 'function', 'program', 'function', 'pointer', 'function', 'parameter', 'function', 'return', 'void', 'printit', 'void', 'fptr', 'printf', 'call', 'function', 'result', 'fptr', 'void', 'printit', 'return', 'wall', 'linux', 'output', 'system', 'function', 'understand', 'legality', 'answer', 'casting', 'function', 'pointer', 'type', 'behaviour', 'fact', 'result', 'luck', 'part', 'compiler', 'something', 'java', 'behaviour', 'shock']","['pointer', 'casting', 'function-pointers', 'type-safety']"
"how to implement both ontouch and also onfling in a same listview? <p>i have a listview and implemented onclick and also onfling.problem is when i do fling(swipe left to right), onclick event of listview is also getting executed.How to overCome this problem? <strong>how to differentiate touch(tap) and fling(swipe) in listview?</strong> </p>

<pre><code>     listClickListener = new OnItemClickListener() {

           public void onItemClick(AdapterView&lt;?&gt; parent, View v,int position, long id) {
            //Job of Onclick Listener     
           }
      };
       mContactList.setOnItemClickListener(listClickListener); 
        mContactList.setAdapter(adapter);
        // Gesture detection 
        gestureDetector = new GestureDetector(new MyGestureDetector(prosNos)); 
         gestureListener = new View.OnTouchListener() { 
             public boolean onTouch(View v, MotionEvent event) { 
                 if (gestureDetector.onTouchEvent(event)) { 
                     return true; 
                 } 
                 return false; 
             } 
         }; 

         mContactList.setOnTouchListener(gestureListener); 

        }

     public class MyGestureDetector extends SimpleOnGestureListener { 

        @Override 
        public boolean onFling(MotionEvent e1, MotionEvent e2, float velocityX, float velocityY) { 
           // My fling event
           return false;
        }
    }
</code></pre>

<p>P.S. Is it possible? to comment the OnClickListener of ListView and writing the same logic in any onTouchEvent? but still I have no doubt that onFling will call onTouch. Am I right?</p>
","['implement', 'ontouch', 'listview', 'listview', 'onclick', 'problem', 'swipe', 'event', 'listview', 'problem', 'differentiate', 'touch', 'listview', 'listclicklistener', 'void', 'onitemclick', 'adapterview', 'parent', 'view', 'position', 'listener', 'mcontactlist', 'setonitemclicklistener', 'mcontactlist', 'setadapter', 'adapter', 'gesture', 'detection', 'gesturedetector', 'gesturedetector', 'mygesturedetector', 'gesturelistener', 'view', 'view', 'event', 'gesturedetector', 'event', 'return', 'return', 'mcontactlist', 'setontouchlistener', 'class', 'mygesturedetector', 'boolean', 'motionevent', 'float', 'velocityx', 'float', 'velocityy', 'event', 'return', 'comment', 'ontouchevent', 'right']","['android', 'listview', 'gesture', 'swipe', 'ontouchlistener']"
"How to Develop Dynamic Plug-In Based Functionality in C# <p>I've been looking around for different methods of providing plug-in support for my application. Ideally, I will be creating a core functionality and based on different customers developing different plug-ins/addons such as importing, exporting data etc... What are the some methods available for making a C# application extensible via a plug-in architecture?</p>

<p>Lets make up an example. If we have a program that consists of a main menu ( File, Edit, View, et al. ) along with a TreeView that displays different brands of cars grouped by manufacturer ( Ford, GM, for now). Right clicking on a car displays a context menu with the only option being 'delete car'. </p>

<p>How could you develop the application so that plug-ins could be deployed so that you could allow one customer to see a new brand in the TreeView, let's say Honda, and also extent the car context menu so that they may now 'paint a car'?</p>

<p>In Eclipse/RCP development this is easily handled by extension points and plug-ins. How does C# handle it? I've been looking into developing my own plug-in architecture and reading up on MEF.</p>
","['plug', 'functionality', 'support', 'application', 'core', 'functionality', 'plug', 'application', 'plug', 'architecture', 'example', 'program', 'menu', 'file', 'edit', 'view', 'treeview', 'manufacturer', 'ford', 'menu', 'option', 'delete', 'application', 'plug', 'customer', 'brand', 'treeview', 'honda', 'context', 'menu', 'paint', 'eclipse', 'development', 'extension', 'plug', 'architecture', 'reading']","['c#', 'dynamic', 'plugins', 'extensibility', 'menu']"
